vento
2.5316666666666667,
3.29625,
1.8445833333333332,
2.285,
2.5075,
1.7245833333333334,
3.223333333333333,
3.46875,
4.605416666666667,
3.186666666666667,
2.47625,
5.213333333333333,
6.3691666666666675,
5.879166666666666,
6.269583333333333,
5.564583333333334,
6.567083333333334,
8.4625,
3.544166666666667,
1.654583333333333,
4.73125,
7.851666666666667,
6.84,
3.7475000000000005,
3.0645833333333337,
4.360833333333333,
5.027916666666667,
2.6633333333333336,
5.34125,
5.748333333333332,
6.75375,
6.62375,
3.806666666666667,
3.987083333333333,
3.2241666666666666,
4.3,
5.542083333333333,
3.0812500000000003,
3.9916666666666667,
7.5441666666666665,
6.251666666666666,
4.466666666666667,
2.5437499999999997,
2.5916666666666663,
2.0591666666666666,
7.225416666666667,
7.6937500000000005,
9.049999999999999,
4.953333333333334,
2.5483333333333333,
2.2829166666666665,
3.3195833333333336,
2.926666666666667,
1.7145833333333333,
2.6341666666666668,
2.294166666666667,
1.8875,
3.50375,
4.095,
2.6125000000000003,
4.159583333333334,
5.299166666666666,
3.3816666666666673,
4.882083333333333,
3.624166666666667,
3.6591666666666662,
5.865416666666667,
5.667083333333333,
3.24375,
2.8920833333333333,
3.385833333333333,
4.622083333333333,
6.1066666666666665,
3.6645833333333333,
4.346666666666667,
5.464583333333334,
4.109166666666667,
2.767916666666667,
2.9279166666666665,
5.2995833333333335,
5.4624999999999995,
4.219166666666666,
5.111666666666667,
5.429583333333333,
5.750833333333333,
8.659999999999998,
5.6049999999999995,
2.9874999999999994,
2.1075,
2.660416666666667,
2.763333333333333,
2.677916666666667,
3.264583333333333,
2.7504166666666663,
3.7441666666666666,
4.99625,
4.232083333333333,
2.8241666666666667,
3.2550000000000003,
4.12125,
4.358333333333333,
3.31125,
1.892916666666667,
3.8491666666666666,
2.9454166666666666,
2.44875,
2.89125,
4.376666666666666,
5.822083333333333,
3.5208333333333335,
4.5249999999999995,
3.204166666666667,
2.804166666666667,
1.4491666666666667,
4.175,
4.19,
4.368333333333333,
5.193333333333334,
4.517916666666667,
4.4325,
2.6491666666666664,
4.661666666666666,
6.911666666666666,
2.7358333333333333,
3.24375,
5.149583333333333,
5.696666666666665,
5.17875,
4.015416666666667,
3.0254166666666666,
2.16,
5.903333333333333,
7.180000000000001,
5.570833333333333,
5.465416666666667,
3.6616666666666666,
3.6595833333333334,
3.625,
6.336666666666666,
5.588333333333334,
5.040833333333333,
3.794166666666667,
6.152083333333333,
7.965,
7.03125,
3.8691666666666666,
1.4929166666666667,
3.03125,
2.4137500000000003,
4.422916666666667,
2.9029166666666666,
8.705833333333333,
5.554166666666667,
4.88375,
4.535416666666666,
4.655833333333334,
3.6783333333333332,
2.0850000000000004,
2.9545833333333333,
3.7433333333333336,
7.233750000000001,
9.072083333333333,
3.1945833333333336,
2.78375,
2.3129166666666667,
5.192083333333333,
7.205000000000001,
7.138749999999999,
5.672916666666667,
3.8275000000000006,
5.107083333333334,
4.27375,
5.165416666666666,
3.6325000000000003,
2.9316666666666666,
2.079166666666667,
3.3195833333333336,
4.619166666666667,
3.8775,
4.854583333333333,
5.368333333333332,
6.114999999999999,
6.78625,
6.756249999999999,
4.46625,
6.750416666666666,
9.51,
4.647916666666667,
2.9616666666666673,
3.68,
2.3562499999999997,
1.4791666666666667,
3.4254166666666666,
4.539166666666667,
2.7074999999999996,
2.870416666666667,
7.839166666666666,
8.789166666666667,
9.260833333333332,
7.392916666666667,
5.212916666666667,
2.6104166666666666,
4.75875,
5.462083333333333,
6.578333333333333,
6.42875,
5.446666666666668,
7.377083333333332,
8.370416666666666,
6.340833333333333,
8.255,
9.397083333333335,
6.990416666666666,
5.305000000000001,
6.315833333333334,
6.97625,
5.0062500000000005,
2.9804166666666667,
2.557083333333333,
5.257916666666667,
7.3691666666666675,
5.109583333333333,
4.842083333333334,
5.944166666666667,
3.065833333333334,
4.6225,
4.1379166666666665,
2.6875,
2.9691666666666663,
2.644583333333333,
4.463333333333334,
5.0008333333333335,
6.743333333333333,
6.040833333333334,
4.69,
6.0808333333333335,
5.840833333333333,
3.90875,
2.3312500000000003,
2.01125,
3.3866666666666667,
7.233750000000001,
