Total de Energia Produzida
115.78980311122464,
82.88027098198927,
37.65377815584374,
31.42457756480881,
87.70177134424976,
120.82694337817532,
125.16177628128511,
126.573171789573,
102.49452845180585,
80.80847083333333,
34.718630416666656,
27.881095108501988,
84.15832209298318,
122.56248026032972,
128.331269378151,
131.77050614492478,
101.21206633989478,
83.75173749999999,
41.623902916666665,
29.628201876541873,
72.25203221304467,
99.5606663029242,
110.51068746143488,
112.35535055461338,
102.61132063635702,
82.74370833333333,
43.12786458333332,
32.42853084810221,
87.2772703083317,
116.01111673339128,
113.55990877184186,
110.46341888817884,
102.58822378167648,
81.5323875,
36.26181249999999,
28.206345537568698,
76.78320440926625,
105.27207745009221,
109.07243060617304,
108.35919707309478,
103.60067942869937,
85.99141666666667,
41.895322083333326,
32.845446933543684,
105.68944974844763,
148.94257557513652,
149.98339888886974,
137.45544065668375,
101.4418243365956,
84.26740416666665,
44.43408791666667,
33.50785466447631,
81.84068432816501,
116.43721976738861,
118.9567264689012,
111.92999746454043,
102.63033355387057,
83.068975,
36.38467999999999,
30.00423738776247,
87.83417597015723,
137.96128496630774,
147.22398687410583,
142.81031959486512,
104.78295335996825,
81.533875,
32.934816754472024,
31.091874420848733,
96.8445547516722,
123.66456075569766,
121.43788065880796,
112.05260022728035,
105.00154093281402,
86.28048749999999,
42.90657416666666,
30.4226699338549,
95.92746041395819,
123.12942777480293,
124.94345693087931,
117.69611130314924,
90.38099134737746,
85.07610833333332,
41.965185,
33.73933534536778,
113.37590486679662,
142.28159616550846,
142.8778347862905,
137.25082023760325,
107.46189053312051,
72.77264760744642,
32.76568636556726,
37.08510155301061,
118.7003824957879,
138.4682976747282,
136.70133298682742,
130.9170212911473,
98.23135994081149,
76.28349583333333,
